amazon_identifier,product_name,product_price,review_date,review_title,number_of_stars,verified_purchase,review_body,number_found_helpful
B072SY5JHQ,MyHeritage DNA Test Kit - Ancestry & Ethnicity Genetic Testing,75,2018-04-16T00:00:00Z,you have a good rating on the internet I suggest you deliver,3,1,"Reason for only 3 stars, 1st  they never notified me test was completed, by chance I found out by logging  into their web site. 2nd when you go to print results you have to change settings to Landscape, who would do that?.  3rd wife used 23 & me and the way they broke down her ancestry was 3 times better then Heritage.  They actually said Italian & French percentages  For me my mother was 100% French both of her parents came from  New Brunswick  Heritage  gave me  34.6% in the North & West European  it covets France but also covers Switzerland, Belgium, Netherlands, Germany  Do they consider that being French ?If I had to pick again I'd go with 23 & me",0
B072SY5JHQ,MyHeritage DNA Test Kit - Ancestry & Ethnicity Genetic Testing,75,2018-04-17T00:00:00Z,Five Stars,5,1,now to try and make connections,0
B072SY5JHQ,MyHeritage DNA Test Kit - Ancestry & Ethnicity Genetic Testing,75,2018-04-18T00:00:00Z,Five Stars,5,1,Nigeria here we come. Going home.,0
B072SY5JHQ,MyHeritage DNA Test Kit - Ancestry & Ethnicity Genetic Testing,75,2018-04-18T00:00:00Z,I loved the specificity of the results which is more detailed ...,5,0,"I loved the specificity of the results which is more detailed than a previous DNA test I did with a different company.  I love getting the updates when matches are discovered!!! I have ordered My Heritage kits for my husband, sister and my daughters.",0
B072SY5JHQ,MyHeritage DNA Test Kit - Ancestry & Ethnicity Genetic Testing,75,2018-04-19T00:00:00Z,Superlative graphics!,5,1,"The report was concise and easy to follow, with superlative graphics.  I have purchased 4 more kits for my siblings!",0
B072SY5JHQ,MyHeritage DNA Test Kit - Ancestry & Ethnicity Genetic Testing,75,2018-04-21T00:00:00Z,loved to find distant relatives thru the match,5,0,"Very informative,  loved to find distant relatives thru the match,fantastic.",0
B072SY5JHQ,MyHeritage DNA Test Kit - Ancestry & Ethnicity Genetic Testing,75,2018-04-22T00:00:00Z,The information presented was not nearly as extensive as I ...,2,1,"The information presented was not nearly as extensive as I had hoped.  Most of what was reported, I already had figured out.",0
B072SY5JHQ,MyHeritage DNA Test Kit - Ancestry & Ethnicity Genetic Testing,75,2018-04-26T00:00:00Z,Can be life changing,5,1,"My heritage has been a fast, easy, eye opening experience.  It has gotten me into my genealogyWell worth the time and money.",0
B072SY5JHQ,MyHeritage DNA Test Kit - Ancestry & Ethnicity Genetic Testing,75,2018-04-26T00:00:00Z,Five Stars,5,1,The information is excellent and detailed. Lots of hints and suggestions.,0
B072SY5JHQ,MyHeritage DNA Test Kit - Ancestry & Ethnicity Genetic Testing,75,2018-04-26T00:00:00Z,Results made no sense,1,0,Results made no sense. By genealogy we knew that our family had Hispanic and Italian descent. The results showed are Irish and a hint of English.  When I took another test from Ancestry the results matched the family tree and no traces of Irish or English.,0
B01NAQ1UCW,Family Tree DNA Genetic Ancestry Test Kit - Worlds First Genetic Genealogy Company - History Unearthed Daily,69.99,2017-12-01T00:00:00Z,Won't work if DNA of others hasn't been contributed.,1,1,"""Matches"" not interested in contact. ""Close matches"" deny knowledge of anyone familiar. This can only work if relatives are in the dna pool of contributors. I feel that I have spent a good chunk of change to build FAMILY TREE DNA's data source.",0
B01NAQ1UCW,Family Tree DNA Genetic Ancestry Test Kit - Worlds First Genetic Genealogy Company - History Unearthed Daily,69.99,2017-12-07T00:00:00Z,Not recommended for minorities,1,1,Would not recommend for minorities. Thereâ€™s nothing extensive they tell you about your heritage. Which is understandable that non-Europeans have limited documentation. Basically told me what I already knew. Iâ€™m disappointed.,0
B01NAQ1UCW,Family Tree DNA Genetic Ancestry Test Kit - Worlds First Genetic Genealogy Company - History Unearthed Daily,69.99,2017-12-09T00:00:00Z,Anxious to get results back,5,1,Got the kits promptly and sent in. Waiting for results. Initially got a few of the MI or international kits but GVB Gear was great at quickly resolving and sending correct kits.,0
B01NAQ1UCW,Family Tree DNA Genetic Ancestry Test Kit - Worlds First Genetic Genealogy Company - History Unearthed Daily,69.99,2017-12-09T00:00:00Z,Very poor comparison compared to other DNA test - do not get this,1,0,"I would NOT recommend this.  When I got my results it showed 47% Norwegian and then 6 months later I have none.  I questioned them and they said ""they updated many of our existing reference populations and added several new ones.""  Ancestry shows you much much more and they don't change your results.",0
B01NAQ1UCW,Family Tree DNA Genetic Ancestry Test Kit - Worlds First Genetic Genealogy Company - History Unearthed Daily,69.99,2017-12-11T00:00:00Z,Five Stars,5,1,easy to use,0
B01NAQ1UCW,Family Tree DNA Genetic Ancestry Test Kit - Worlds First Genetic Genealogy Company - History Unearthed Daily,69.99,2017-12-11T00:00:00Z,I'm not at all happy with the packaging,2,1,"I'm not at all happy with the packaging. I purchased to give this as a Christmas gift and it is extremely haphazardly packaged.Scientific reviews indicate that I'll likely be very happy with the quality of results and interpretation, but at this point I'm not even sure I want to give it as a gift.",0
B01NAQ1UCW,Family Tree DNA Genetic Ancestry Test Kit - Worlds First Genetic Genealogy Company - History Unearthed Daily,69.99,2017-12-12T00:00:00Z,Three Stars,3,1,Took much longer than advertised to get the results back,0
B01NAQ1UCW,Family Tree DNA Genetic Ancestry Test Kit - Worlds First Genetic Genealogy Company - History Unearthed Daily,69.99,2017-12-13T00:00:00Z,but it comes in a nice small package,5,1,"Havenâ€™t sent off the test yet, but it comes in a nice small package, easy to read instructions. Definitely looking forward to the results!",0
B01NAQ1UCW,Family Tree DNA Genetic Ancestry Test Kit - Worlds First Genetic Genealogy Company - History Unearthed Daily,69.99,2017-12-23T00:00:00Z,I've been sorely disappointed in the results,1,0,"I ordered the Family Tree Y-DNA test in hopes of tracing my paternal line back past my GG Grandfather.  I've been sorely disappointed in the results.  Not only is the test shrouded in all sorts of DNA jargon, it provided no discernible links to my  family tree.  The matches that were shown for my DNA either had very sketchy family trees posted on Family Tree, or, in most cases, no family tree at all.  Evidently no one in my lineage has taken the test to try to connect as I did.  While it gives higher probabilities of connecting back 15 generations or so, that does me no good.  I've also taken the Ancestry.com and was much more satisfied with the results.  Family Tree was a waste of time, money, and q-tips!",0
B01NAQ1UCW,Family Tree DNA Genetic Ancestry Test Kit - Worlds First Genetic Genealogy Company - History Unearthed Daily,69.99,2017-12-24T00:00:00Z,Overly generalized,2,0,"I've tested with Ancestry, My Heritage and uploaded results to GEDmatch. After uploading to Family Tree DNA, by comparison they seem the least accurate and overly generalized if you are hoping to find detailed ethnicity. I paid for My Origins and the results were surprising in a strange way. Much of my family heritage can be traced to west Europe in the region of where France, Switzerland and Germany border each other, yet FT DNA shows 0% in this region. I can only guess that this region was either lumped into British Isles or Eastern European.Another comparison is the British Isles:Family Tree DNA 43%My Heritage 5.6%Ancestry (combining England/Ireland regions) 13%GEDmatch is 24.5% (combining the N. Atlantic and North Sea regions).Being able to trace a branch of my ancestors back to England and Scotland to the 1500's, I'd say Ancestry and GEDmatch (Eurogenes K36) are probably the most accurate. Family Tree DNA seemed to get 3 other regions correct, however two of my big ones were very wrong. Although I did not buy the whole kit on Amazon, only paid for My Origins online I felt I should review here as I find Amazon reviews helpful. If you want to use this kit to find relatives, cousins, etc matching your DNA then Family Tree DNA may be a good choice, but would not recommend them for your ethnicity.",0
B007K6CPU0,"Meow Mix Tender Centers, 13.5-Pound, Salmon & Chicken",10.35,2018-04-08T00:00:00Z,Five Stars,5,1,What my Toby loves...?,0
B007K6CPU0,"Meow Mix Tender Centers, 13.5-Pound, Salmon & Chicken",10.35,2018-04-08T00:00:00Z,meow meow meow meow.....,4,1,"Max seems to like it, decent price, and I don't have to drive into town!They say ""cats ask for it by name""....but myn just yells at me until I feed him..... at 4 in the AM ! :(",0
B007K6CPU0,"Meow Mix Tender Centers, 13.5-Pound, Salmon & Chicken",10.35,2018-04-09T00:00:00Z,Five Stars,5,1,Product was delivered and my cats love it,0
B007K6CPU0,"Meow Mix Tender Centers, 13.5-Pound, Salmon & Chicken",10.35,2018-04-09T00:00:00Z,https: //www. amazon. com/dp/B007K6CPU0/ref=cm_cr_ryp_prd_ttl_sol_24 It was cheap ...,3,1,https://www.amazon.com/dp/B007K6CPU0/ref=cm_cr_ryp_prd_ttl_sol_24  It was cheap and has less quality nutrition than what I expected.,0
B007K6CPU0,"Meow Mix Tender Centers, 13.5-Pound, Salmon & Chicken",10.35,2018-04-10T00:00:00Z,It was good,1,1,Our picky cat got sick from this bag.  She's an older cat that Cleary did not approve of the food change. We gave it to our neighbors and they've had no problem with it.,0
B007K6CPU0,"Meow Mix Tender Centers, 13.5-Pound, Salmon & Chicken",10.35,2018-04-10T00:00:00Z,Taste and Value.,5,1,Cats like its taste.  Reasonable price,0
B007K6CPU0,"Meow Mix Tender Centers, 13.5-Pound, Salmon & Chicken",10.35,2018-04-11T00:00:00Z,Five Stars,5,1,My babies love it.,0
